InvoiceID_sk,InvoiceID_nk,NumberOfCustomer,ProductID_NK,ProductLine,UnitPrice,Quantity,Tax_5_percent,Total,gross_income,gross_margin_percentage,cogs,Rating,Branch,City,Gender,CustomerType,Payment,Date,Year,Month
315,305-14-0245,1,PID373,Electronic accessories,32.25,8,37.796,793.716,37.796,4.761904762,755.92,7.5,B,Mandalay,F,Member,Ewallet,3/3/19 19:00,2019,3
316,529-56-3980,1,PID373,Electronic accessories,32.25,3,13.197,277.137,13.197,4.761904762,263.94,5.1,B,Mandalay,M,Normal,Ewallet,3/5/20 10:40,2020,3
317,732-04-5373,1,PID374,Food and beverages,80.05,4,9.294,195.174,9.294,4.761904762,185.88,7,B,Mandalay,M,Member,Cash,2/8/19 10:53,2019,2
318,542-41-0513,1,PID375,Electronic accessories,52.89,4,11.498,241.458,11.498,4.761904762,229.96,6.6,B,Mandalay,F,Member,Cash,3/15/19 11:57,2019,3
319,875-46-5808,1,PID376,Health and beauty,18.08,10,12.95,271.95,12.95,4.761904762,259,8.7,B,Mandalay,M,Member,Ewallet,2/6/19 14:51,2019,2
320,394-43-4238,1,PID377,Health and beauty,94.49,5,4.4425,93.2925,4.4425,4.761904762,88.85,5.4,B,Mandalay,M,Member,Credit card,2/15/19 12:42,2019,2
321,891-58-8335,1,PID378,Food and beverages,87.98,7,10.3635,217.6335,10.3635,4.761904762,207.27,6.5,B,Mandalay,F,Member,Cash,3/11/19 15:53,2019,3
322,836-82-5858,1,PID379,Health and beauty,46.47,9,31.2165,655.5465,31.2165,4.761904762,624.33,4,B,Mandalay,M,Member,Ewallet,1/26/19 19:14,2019,1
323,447-15-7839,1,PID38,Health and beauty,57.49,10,11.12,233.52,11.12,4.761904762,222.4,4.2,A,Yangon,F,Member,Cash,2/9/19 11:00,2019,2
324,466-61-5506,1,PID380,Fashion accessories,25.9,6,27.21,571.41,27.21,4.761904762,544.2,5.3,B,Mandalay,F,Member,Cash,2/26/19 10:52,2019,2
325,545-46-3100,1,PID381,Home and lifestyle,17.77,3,1.5885,33.3585,1.5885,4.761904762,31.77,8.7,B,Mandalay,F,Member,Credit card,3/12/19 13:52,2019,3
326,269-04-5750,1,PID382,Sports and travel,29.61,4,14.764,310.044,14.764,4.761904762,295.28,6.7,B,Mandalay,M,Member,Cash,2/21/19 18:31,2019,2
327,346-84-3103,1,PID383,Food and beverages,69.37,5,3.305,69.405,3.305,4.761904762,66.1,4.3,B,Mandalay,F,Member,Cash,3/2/19 19:26,2019,3
328,866-05-7563,1,PID384,Food and beverages,22.24,3,12.21,256.41,12.21,4.761904762,244.2,4.8,B,Mandalay,F,Member,Cash,2/9/19 19:43,2019,2
329,845-51-0542,1,PID385,Health and beauty,90.7,9,20.9475,439.8975,20.9475,4.761904762,418.95,6.4,B,Mandalay,M,Member,Ewallet,2/2/19 15:34,2019,2
330,110-48-7033,1,PID386,Electronic accessories,10.59,4,6.524,137.004,6.524,4.761904762,130.48,9,B,Mandalay,M,Member,Cash,1/29/19 14:12,2019,1
331,655-85-5130,1,PID387,Home and lifestyle,73.82,4,7.66,160.86,7.66,4.761904762,153.2,5.7,B,Mandalay,F,Member,Cash,3/13/19 19:22,2019,3
332,571-94-0759,1,PID388,Food and beverages,13.22,10,37.3,783.3,37.3,4.761904762,746,9.5,B,Mandalay,F,Member,Cash,1/8/19 20:55,2019,1
333,139-20-0155,1,PID389,Fashion accessories,81.4,10,20.15,423.15,20.15,4.761904762,403,7,B,Mandalay,M,Member,Credit card,1/24/19 17:37,2019,1
334,253-12-6086,1,PID39,Food and beverages,46.55,7,34.44,723.24,34.44,4.761904762,688.8,8.7,A,Yangon,F,Member,Credit card,3/12/19 12:43,2019,3
335,573-10-3877,1,PID390,Sports and travel,32.62,1,1.9505,40.9605,1.9505,4.761904762,39.01,4.7,B,Mandalay,M,Member,Credit card,3/12/19 16:46,2019,3
336,532-59-7201,1,PID391,Electronic accessories,38.3,6,23.979,503.559,23.979,4.761904762,479.58,5.5,B,Mandalay,M,Member,Cash,1/31/19 14:04,2019,1
337,730-61-8757,1,PID392,Fashion accessories,74.6,4,10.226,214.746,10.226,4.761904762,204.52,4,B,Mandalay,M,Member,Credit card,1/25/19 10:11,2019,1
338,365-64-0519,1,PID392,Fashion accessories,74.6,3,8.2005,172.2105,8.2005,4.761904762,164.01,8.6,A,Yangon,M,Normal,Credit card,1/21/20 18:00,2020,1
339,374-17-3652,1,PID393,Electronic accessories,40.3,9,19.269,404.649,19.269,4.761904762,385.38,8.9,B,Mandalay,F,Member,Credit card,2/5/19 15:26,2019,2
340,378-07-7001,1,PID394,Food and beverages,98.4,3,7.2135,151.4835,7.2135,4.761904762,144.27,7.8,B,Mandalay,M,Member,Credit card,2/10/19 18:23,2019,2
341,433-75-6987,1,PID395,Electronic accessories,39.01,7,19.5895,411.3795,19.5895,4.761904762,391.79,8.9,B,Mandalay,F,Member,Ewallet,3/5/19 19:06,2019,3
342,873-95-4984,1,PID396,Health and beauty,79.93,7,26.915,565.215,26.915,4.761904762,538.3,7.7,B,Mandalay,F,Member,Cash,2/15/19 20:21,2019,2
343,115-99-4379,1,PID397,Health and beauty,51.13,7,19.1555,402.2655,19.1555,4.761904762,383.11,8.5,B,Mandalay,F,Member,Credit card,3/14/19 19:02,2019,3
344,565-67-6697,1,PID398,Food and beverages,54.67,9,12.15,255.15,12.15,4.761904762,243,4.8,B,Mandalay,M,Member,Cash,3/2/19 14:16,2019,3
345,889-04-9723,1,PID399,Sports and travel,42.82,4,17.828,374.388,17.828,4.761904762,356.56,7.8,B,Mandalay,F,Member,Credit card,1/7/19 12:20,2019,1
346,144-51-6085,1,PID40,Fashion accessories,48.09,4,14.148,297.108,14.148,4.761904762,282.96,4.4,A,Yangon,M,Member,Credit card,1/5/19 16:05,2019,1
347,201-86-2184,1,PID400,Electronic accessories,55.97,7,9.191,193.011,9.191,4.761904762,183.82,9.9,B,Mandalay,F,Member,Cash,2/2/19 19:40,2019,2
348,843-01-4703,1,PID401,Home and lifestyle,76.9,9,15.921,334.341,15.921,4.761904762,318.42,9.6,B,Mandalay,F,Member,Credit card,1/5/19 19:50,2019,1
349,525-88-7307,1,PID402,Electronic accessories,54.73,1,3.791,79.611,3.791,4.761904762,75.82,5.8,B,Mandalay,M,Member,Cash,1/31/19 13:19,2019,1
350,793-10-3222,1,PID403,Health and beauty,27,6,12.318,258.678,12.318,4.761904762,246.36,8.3,B,Mandalay,F,Member,Credit card,3/5/19 13:30,2019,3
351,346-12-3257,1,PID404,Fashion accessories,89.14,9,8.658,181.818,8.658,4.761904762,173.16,8,B,Mandalay,M,Member,Cash,3/4/19 16:28,2019,3
352,725-32-9708,1,PID405,Electronic accessories,70.74,4,13.742,288.582,13.742,4.761904762,274.84,4.1,B,Mandalay,F,Member,Cash,1/4/19 19:01,2019,1
353,301-81-8610,1,PID406,Fashion accessories,26.26,8,10.168,213.528,10.168,4.761904762,203.36,6.7,B,Mandalay,M,Member,Credit card,3/19/19 19:42,2019,3
354,198-84-7132,1,PID407,Home and lifestyle,35.38,9,18.2745,383.7645,18.2745,4.761904762,365.49,7,B,Mandalay,M,Member,Cash,1/2/19 13:40,2019,1
355,650-98-6268,1,PID408,Electronic accessories,75.82,3,3.1305,65.7405,3.1305,4.761904762,62.61,8,B,Mandalay,F,Member,Credit card,3/20/19 13:53,2019,3
356,394-30-3170,1,PID409,Food and beverages,41.06,8,35.372,742.812,35.372,4.761904762,707.44,4.3,B,Mandalay,F,Member,Credit card,3/22/19 19:35,2019,3
357,731-14-2199,1,PID41,Fashion accessories,19.24,10,17.77,373.17,17.77,4.761904762,355.4,7,A,Yangon,F,Member,Ewallet,1/4/19 13:34,2019,1
358,390-80-5128,1,PID410,Sports and travel,68.71,1,0.9575,20.1075,0.9575,4.761904762,19.15,9.5,B,Mandalay,F,Member,Credit card,1/28/19 17:58,2019,1
359,296-11-7041,1,PID411,Electronic accessories,25.42,1,1.3535,28.4235,1.3535,4.761904762,27.07,5.3,B,Mandalay,F,Member,Credit card,1/12/19 20:07,2019,1
360,449-27-2918,1,PID412,Sports and travel,40.61,1,1.956,41.076,1.956,4.761904762,39.12,9.6,B,Mandalay,F,Member,Credit card,3/26/19 11:02,2019,3
361,767-54-1907,1,PID413,Food and beverages,20.87,5,7.39,155.19,7.39,4.761904762,147.8,6.9,B,Mandalay,F,Member,Cash,2/13/19 16:59,2019,2
362,710-46-4433,1,PID414,Food and beverages,88.43,9,34.83,731.43,34.83,4.761904762,696.6,4.5,B,Mandalay,F,Member,Credit card,2/15/19 14:15,2019,2
363,234-03-4040,1,PID415,Food and beverages,35.54,10,36.525,767.025,36.525,4.761904762,730.5,8.7,B,Mandalay,F,Member,Credit card,3/3/19 12:25,2019,3
364,731-59-7531,1,PID416,Home and lifestyle,19.15,8,29.028,609.588,29.028,4.761904762,580.56,4.6,B,Mandalay,M,Member,Cash,3/30/19 17:58,2019,3
365,305-18-3552,1,PID417,Food and beverages,27.07,10,30.19,633.99,30.19,4.761904762,603.8,6,B,Mandalay,M,Member,Cash,2/12/19 16:19,2019,2
366,438-01-4015,1,PID418,Fashion accessories,39.12,4,9.898,207.858,9.898,4.761904762,197.96,6.6,B,Mandalay,F,Member,Ewallet,3/21/19 15:25,2019,3
367,627-95-3243,1,PID419,Electronic accessories,29.56,9,34.956,734.076,34.956,4.761904762,699.12,9.8,B,Mandalay,F,Member,Ewallet,2/4/19 13:21,2019,2
368,126-54-1082,1,PID42,Home and lifestyle,77.4,9,9.693,203.553,9.693,4.761904762,193.86,8.8,A,Yangon,F,Member,Credit card,1/7/19 11:44,2019,1
369,608-04-3797,1,PID420,Sports and travel,73.05,8,10.128,212.688,10.128,4.761904762,202.56,8.7,B,Mandalay,F,Member,Ewallet,3/5/19 20:24,2019,3
370,401-18-8016,1,PID421,Electronic accessories,72.57,1,4.9065,103.0365,4.9065,4.761904762,98.13,8.9,B,Mandalay,F,Member,Cash,1/21/19 17:36,2019,1
371,277-63-2961,1,PID422,Electronic accessories,60.38,1,3.6985,77.6685,3.6985,4.761904762,73.97,5.4,B,Mandalay,M,Member,Credit card,2/3/19 15:53,2019,2
372,387-49-4215,1,PID423,Fashion accessories,49.49,3,7.275,152.775,7.275,4.761904762,145.5,6.7,B,Mandalay,F,Member,Cash,1/8/19 12:50,2019,1
373,291-21-5991,1,PID424,Home and lifestyle,77.68,5,15.3225,321.7725,15.3225,4.761904762,306.45,7,B,Mandalay,M,Member,Cash,3/29/19 14:28,2019,3
374,347-72-6115,1,PID425,Fashion accessories,21.54,7,31.759,666.939,31.759,4.761904762,635.18,6.2,B,Mandalay,F,Member,Credit card,1/16/19 18:03,2019,1
375,425-85-2085,1,PID426,Home and lifestyle,25.32,5,13.715,288.015,13.715,4.761904762,274.3,9.8,B,Mandalay,M,Member,Ewallet,3/29/19 16:48,2019,3
376,339-38-9982,1,PID427,Fashion accessories,98.13,2,5.986,125.706,5.986,4.761904762,119.72,6.7,B,Mandalay,M,Member,Ewallet,1/13/19 14:55,2019,1
377,827-44-5872,1,PID428,Home and lifestyle,73.97,10,27.18,570.78,27.18,4.761904762,543.6,6.1,B,Mandalay,F,Member,Credit card,2/7/19 11:28,2019,2
378,339-12-4827,1,PID429,Sports and travel,48.5,1,3.698,77.658,3.698,4.761904762,73.96,5,B,Mandalay,F,Member,Credit card,1/5/19 11:32,2019,1
379,828-61-5674,1,PID43,Fashion accessories,61.29,10,22.01,462.21,22.01,4.761904762,440.2,9.6,A,Yangon,M,Member,Credit card,3/20/19 19:57,2019,3
380,173-50-1108,1,PID430,Electronic accessories,90.74,4,4.036,84.756,4.036,4.761904762,80.72,5,B,Mandalay,F,Member,Credit card,2/13/19 12:14,2019,2
381,701-23-5550,1,PID431,Sports and travel,54.86,4,7.762,163.002,7.762,4.761904762,155.24,4.9,B,Mandalay,M,Member,Ewallet,3/19/19 13:40,2019,3
382,198-66-9832,1,PID432,Electronic accessories,59.86,2,7.204,151.284,7.204,4.761904762,144.08,9.5,B,Mandalay,F,Member,Cash,2/4/19 19:38,2019,2
383,834-83-1826,1,PID433,Food and beverages,54.36,5,20.51,430.71,20.51,4.761904762,410.2,7.6,B,Mandalay,F,Member,Credit card,2/25/19 17:16,2019,2
384,343-61-3544,1,PID434,Food and beverages,73.96,10,13.335,280.035,13.335,4.761904762,266.7,8.6,B,Mandalay,M,Member,Cash,1/29/19 11:48,2019,1
385,339-96-8318,1,PID435,Food and beverages,44.02,7,28.4585,597.6285,28.4585,4.761904762,569.17,6.3,B,Mandalay,M,Member,Ewallet,3/1/19 19:49,2019,3
386,359-90-3665,1,PID436,Sports and travel,20.18,4,3.616,75.936,3.616,4.761904762,72.32,9.5,B,Mandalay,F,Member,Credit card,1/14/19 18:03,2019,1
387,585-11-6748,1,PID437,Food and beverages,38.81,3,14.52,304.92,14.52,4.761904762,290.4,5.3,B,Mandalay,M,Member,Cash,3/15/19 13:05,2019,3
388,349-97-8902,1,PID438,Health and beauty,72.04,2,5.789,121.569,5.789,4.761904762,115.78,8.9,B,Mandalay,M,Member,Ewallet,1/17/19 10:37,2019,1
389,789-23-8625,1,PID439,Fashion accessories,82.04,3,13.983,293.643,13.983,4.761904762,279.66,7.2,B,Mandalay,M,Member,Cash,1/24/19 11:45,2019,1
390,667-92-0055,1,PID44,Food and beverages,26.67,6,29.949,628.929,29.949,4.761904762,598.98,8.5,A,Yangon,M,Member,Ewallet,3/4/19 15:02,2019,3
391,327-40-9673,1,PID440,Fashion accessories,81.31,6,21.78,457.38,21.78,4.761904762,435.6,6.9,B,Mandalay,M,Member,Cash,1/13/19 19:51,2019,1
392,670-79-6321,1,PID441,Fashion accessories,18.08,7,33.1065,695.2365,33.1065,4.761904762,662.13,4.9,B,Mandalay,F,Member,Credit card,1/17/19 15:27,2019,1
393,598-06-7312,1,PID442,Electronic accessories,96.8,1,4.5675,95.9175,4.5675,4.761904762,91.35,6.8,B,Mandalay,M,Member,Cash,2/16/19 15:42,2019,2
394,135-13-8269,1,PID443,Sports and travel,57.89,2,7.888,165.648,7.888,4.761904762,157.76,9.1,B,Mandalay,F,Member,Cash,1/26/19 16:04,2019,1
395,628-90-8624,1,PID444,Health and beauty,93.22,10,41.29,867.09,41.29,4.761904762,825.8,5,B,Mandalay,M,Member,Cash,3/14/19 14:41,2019,3
396,182-88-2763,1,PID445,Health and beauty,99.83,3,11.9865,251.7165,11.9865,4.761904762,239.73,5,B,Mandalay,M,Member,Credit card,3/20/19 19:28,2019,3
397,188-55-0967,1,PID446,Food and beverages,72.6,10,33.235,697.935,33.235,4.761904762,664.7,5,B,Mandalay,M,Member,Credit card,1/15/19 15:01,2019,1
398,364-33-8584,1,PID447,Home and lifestyle,94.59,5,4.4075,92.5575,4.4075,4.761904762,88.15,8.5,B,Mandalay,F,Member,Cash,3/8/19 15:27,2019,3
399,695-09-5146,1,PID448,Health and beauty,91.35,3,14.8185,311.1885,14.8185,4.761904762,296.37,6.4,B,Mandalay,F,Member,Ewallet,2/23/19 20:00,2019,2
400,794-32-2436,1,PID449,Electronic accessories,78.88,2,5.567,116.907,5.567,4.761904762,111.34,6,B,Mandalay,M,Member,Ewallet,3/27/19 15:08,2019,3
401,565-17-3836,1,PID45,Food and beverages,82.58,4,9.534,200.214,9.534,4.761904762,190.68,9.1,A,Yangon,F,Member,Cash,3/12/19 14:21,2019,3
402,574-31-8277,1,PID450,Home and lifestyle,79.91,1,1.6815,35.3115,1.6815,4.761904762,33.63,5.6,B,Mandalay,M,Member,Cash,3/20/19 19:55,2019,3
403,149-15-7606,1,PID451,Home and lifestyle,66.47,9,16.794,352.674,16.794,4.761904762,335.88,5.1,B,Mandalay,M,Member,Ewallet,3/6/19 15:31,2019,3
404,133-77-3154,1,PID452,Fashion accessories,17.63,4,12.036,252.756,12.036,4.761904762,240.72,9.4,B,Mandalay,M,Member,Credit card,2/16/19 18:04,2019,2
405,725-67-2480,1,PID453,Fashion accessories,98.79,6,17.625,370.125,17.625,4.761904762,352.5,5.9,B,Mandalay,F,Member,Credit card,3/24/19 18:14,2019,3
406,779-42-2410,1,PID454,Sports and travel,55.67,3,8.661,181.881,8.661,4.761904762,173.22,7.7,B,Mandalay,M,Member,Ewallet,2/20/19 13:06,2019,2
407,642-61-4706,1,PID455,Food and beverages,47.67,2,9.34,196.14,9.34,4.761904762,186.8,5.5,B,Mandalay,M,Member,Cash,3/30/19 16:34,2019,3
408,242-11-3142,1,PID456,Fashion accessories,33.63,2,8.377,175.917,8.377,4.761904762,167.54,4.6,B,Mandalay,M,Member,Cash,2/24/19 19:57,2019,2
409,752-23-3760,1,PID457,Home and lifestyle,37.32,7,22.428,470.988,22.428,4.761904762,448.56,7.3,B,Mandalay,F,Member,Credit card,2/19/19 19:29,2019,2
410,528-87-5606,1,PID458,Fashion accessories,60.18,1,1.974,41.454,1.974,4.761904762,39.48,6.5,B,Mandalay,F,Member,Cash,2/12/19 19:43,2019,2
411,510-79-0415,1,PID459,Health and beauty,58.75,6,6.924,145.404,6.924,4.761904762,138.48,4.9,B,Mandalay,F,Member,Ewallet,1/24/19 19:20,2019,1
412,430-60-3493,1,PID46,Sports and travel,57.74,7,33.208,697.368,33.208,4.761904762,664.16,4.2,A,Yangon,F,Member,Cash,2/3/19 14:38,2019,2
413,241-96-5076,1,PID460,Health and beauty,93.4,2,4.91,103.11,4.91,4.761904762,98.2,6.4,B,Mandalay,F,Member,Credit card,1/8/19 12:58,2019,1
414,767-97-4650,1,PID461,Sports and travel,83.77,2,6.483,136.143,6.483,4.761904762,129.66,8,B,Mandalay,F,Member,Credit card,1/8/19 11:59,2019,1
415,191-29-0321,1,PID462,Home and lifestyle,64.08,10,9.885,207.585,9.885,4.761904762,197.7,5,B,Mandalay,F,Member,Credit card,2/27/19 18:57,2019,2
416,729-06-2010,1,PID463,Health and beauty,39.48,9,36.2115,760.4415,36.2115,4.761904762,724.23,9.2,B,Mandalay,M,Member,Cash,1/6/19 11:18,2019,1
417,640-48-5028,1,PID464,Home and lifestyle,23.08,9,39.7755,835.2855,39.7755,4.761904762,795.51,6.3,B,Mandalay,F,Member,Cash,3/2/19 12:40,2019,3
418,821-14-9046,1,PID465,Health and beauty,94.88,6,5.244,110.124,5.244,4.761904762,104.88,6.1,B,Mandalay,F,Member,Credit card,1/18/19 15:04,2019,1
419,434-35-9162,1,PID466,Health and beauty,49.1,4,4.668,98.028,4.668,4.761904762,93.36,7.4,B,Mandalay,M,Member,Ewallet,2/4/19 18:53,2019,2
420,299-29-0180,1,PID467,Electronic accessories,64.83,7,18.263,383.523,18.263,4.761904762,365.26,9.3,B,Mandalay,F,Member,Cash,3/9/19 10:54,2019,3
421,238-45-6950,1,PID468,Food and beverages,19.77,1,2.686,56.406,2.686,4.761904762,53.72,6.4,B,Mandalay,M,Member,Ewallet,3/1/19 20:03,2019,3
422,197-77-7132,1,PID469,Electronic accessories,80.47,8,36.624,769.104,36.624,4.761904762,732.48,6,B,Mandalay,M,Member,Ewallet,1/12/19 18:22,2019,1
423,278-97-7759,1,PID47,Fashion accessories,88.39,1,3.124,65.604,3.124,4.761904762,62.48,4.7,A,Yangon,F,Member,Cash,2/18/19 20:29,2019,2
424,457-13-1708,1,PID470,Fashion accessories,17.48,10,32.615,684.915,32.615,4.761904762,652.3,5.2,B,Mandalay,M,Member,Credit card,1/8/19 19:07,2019,1
425,487-79-6868,1,PID471,Fashion accessories,23.34,9,5.5305,116.1405,5.5305,4.761904762,110.61,8,B,Mandalay,F,Member,Credit card,3/26/19 19:28,2019,3
426,210-30-7976,1,PID472,Fashion accessories,52.18,4,4.464,93.744,4.464,4.761904762,89.28,4.1,B,Mandalay,F,Member,Ewallet,3/14/19 11:16,2019,3
427,785-96-0615,1,PID473,Health and beauty,53.72,8,14.296,300.216,14.296,4.761904762,285.92,4.9,B,Mandalay,F,Member,Ewallet,2/17/19 15:28,2019,2
428,842-40-8179,1,PID474,Food and beverages,91.56,10,38.6,810.6,38.6,4.761904762,772,5.6,B,Mandalay,F,Member,Credit card,2/11/19 10:38,2019,2
429,707-32-7409,1,PID475,Sports and travel,62.48,4,19.108,401.268,19.108,4.761904762,382.16,4.5,B,Mandalay,F,Member,Ewallet,2/26/19 11:58,2019,2
430,457-94-0464,1,PID476,Home and lifestyle,65.23,9,39.5415,830.3715,39.5415,4.761904762,790.83,5.6,B,Mandalay,M,Member,Ewallet,1/31/19 20:32,2019,1
431,831-81-6575,1,PID477,Fashion accessories,12.29,9,34.0155,714.3255,34.0155,4.761904762,680.31,8,B,Mandalay,F,Member,Cash,2/23/19 11:12,2019,2
432,869-11-3082,1,PID478,Food and beverages,22.32,4,19.232,403.872,19.232,4.761904762,384.64,8.4,B,Mandalay,M,Member,Credit card,1/27/19 20:03,2019,1
433,190-59-3964,1,PID479,Electronic accessories,35.74,5,11.79,247.59,11.79,4.761904762,235.8,6,B,Mandalay,M,Member,Credit card,2/3/19 14:35,2019,2
434,316-68-6352,1,PID48,Fashion accessories,77.2,2,3.636,76.356,3.636,4.761904762,72.72,7.1,A,Yangon,F,Member,Cash,1/21/19 10:00,2019,1
435,109-86-4363,1,PID480,Fashion accessories,95.54,7,21.028,441.588,21.028,4.761904762,420.56,4.5,B,Mandalay,F,Member,Credit card,2/14/19 11:36,2019,2
436,222-42-0244,1,PID481,Sports and travel,87.87,9,32.4495,681.4395,32.4495,4.761904762,648.99,7.7,B,Mandalay,F,Member,Credit card,1/28/19 13:53,2019,1
437,343-75-9322,1,PID482,Sports and travel,75.59,8,4.74,99.54,4.74,4.761904762,94.8,4.1,B,Mandalay,F,Member,Cash,1/9/19 16:34,2019,1
438,427-45-9297,1,PID483,Home and lifestyle,96.16,7,14.2555,299.3655,14.2555,4.761904762,285.11,5.4,B,Mandalay,F,Member,Ewallet,3/12/19 11:01,2019,3
439,361-59-0574,1,PID484,Food and beverages,47.16,8,36.212,760.452,36.212,4.761904762,724.24,6.5,B,Mandalay,M,Member,Credit card,3/15/19 14:48,2019,3
440,544-55-9589,1,PID485,Electronic accessories,36.36,10,10.715,225.015,10.715,4.761904762,214.3,6.2,B,Mandalay,F,Member,Cash,1/28/19 11:51,2019,1
441,608-05-3804,1,PID486,Food and beverages,60.08,1,1.9875,41.7375,1.9875,4.761904762,39.75,6.1,B,Mandalay,M,Member,Cash,2/25/19 20:19,2019,2
442,761-49-0439,1,PID487,Sports and travel,72.11,8,4.84,101.64,4.84,4.761904762,96.8,8.6,B,Mandalay,F,Member,Ewallet,1/19/19 10:17,2019,1
443,490-95-0021,1,PID488,Home and lifestyle,11.85,10,16.605,348.705,16.605,4.761904762,332.1,6,B,Mandalay,F,Member,Ewallet,1/8/19 14:25,2019,1
444,311-13-6971,1,PID489,Fashion accessories,40.73,10,15.995,335.895,15.995,4.761904762,319.9,9.9,B,Mandalay,M,Member,Credit card,2/20/19 15:18,2019,2
445,744-02-5987,1,PID49,Sports and travel,90.53,6,23.514,493.794,23.514,4.761904762,470.28,5.8,A,Yangon,M,Member,Ewallet,1/10/19 14:16,2019,1
446,811-35-1094,1,PID490,Health and beauty,21.43,6,15.135,317.835,15.135,4.761904762,302.7,8.9,B,Mandalay,M,Member,Credit card,2/6/19 15:16,2019,2
447,313-66-9943,1,PID491,Food and beverages,39.75,3,4.3725,91.8225,4.3725,4.761904762,87.45,7.3,B,Mandalay,F,Member,Credit card,3/27/19 20:29,2019,3
448,636-98-3364,1,PID492,Fashion accessories,12.1,3,3.939,82.719,3.939,4.761904762,78.78,6.3,B,Mandalay,F,Member,Ewallet,3/2/19 12:36,2019,3
449,321-49-7382,1,PID493,Health and beauty,33.21,1,4.4155,92.7255,4.4155,4.761904762,88.31,5.2,B,Mandalay,M,Member,Credit card,2/15/19 17:38,2019,2
450,676-10-2200,1,PID494,Sports and travel,31.99,1,2.689,56.469,2.689,4.761904762,53.78,4.7,B,Mandalay,M,Member,Ewallet,2/3/19 20:13,2019,2
451,503-21-4385,1,PID495,Electronic accessories,78.38,3,5.9865,125.7165,5.9865,4.761904762,119.73,9.3,B,Mandalay,M,Member,Ewallet,2/21/19 12:40,2019,2
452,305-89-2768,1,PID496,Electronic accessories,50.45,3,3.285,68.985,3.285,4.761904762,65.7,4.7,B,Mandalay,F,Member,Ewallet,1/9/19 18:43,2019,1
453,574-80-1489,1,PID497,Food and beverages,29.15,4,12.57,263.97,12.57,4.761904762,251.4,8.7,B,Mandalay,F,Member,Ewallet,2/25/19 13:22,2019,2
454,200-40-6154,1,PID498,Health and beauty,26.26,6,19.773,415.233,19.773,4.761904762,395.46,5.7,B,Mandalay,M,Member,Cash,2/9/19 11:45,2019,2
455,214-30-2776,1,PID499,Electronic accessories,88.31,5,8.6225,181.0725,8.6225,4.761904762,172.45,9,B,Mandalay,F,Member,Credit card,3/11/19 19:44,2019,3
456,307-83-9164,1,PID50,Fashion accessories,53.78,4,12.002,252.042,12.002,4.761904762,240.04,4.5,A,Yangon,M,Member,Cash,1/25/19 15:54,2019,1
457,746-04-1077,1,PID500,Food and beverages,39.91,10,42.315,888.615,42.315,4.761904762,846.3,9,B,Mandalay,F,Member,Credit card,1/1/19 11:36,2019,1
458,448-34-8700,1,PID501,Electronic accessories,21.9,7,12.9185,271.2885,12.9185,4.761904762,258.37,6.7,B,Mandalay,M,Member,Ewallet,2/10/19 13:51,2019,2
459,883-69-1285,1,PID502,Electronic accessories,62.85,2,4.992,104.832,4.992,4.761904762,99.84,7,B,Mandalay,M,Member,Credit card,3/6/19 11:55,2019,3
460,518-71-6847,1,PID503,Food and beverages,65.91,6,7.98,167.58,7.98,4.761904762,159.6,4.9,B,Mandalay,M,Member,Ewallet,2/26/19 15:10,2019,2
461,552-44-5977,1,PID504,Food and beverages,34.49,8,24.8,520.8,24.8,4.761904762,496,6.2,B,Mandalay,M,Member,Credit card,1/3/19 19:08,2019,1
462,430-53-4718,1,PID505,Food and beverages,60.01,8,30.148,633.108,30.148,4.761904762,602.96,8.4,B,Mandalay,M,Member,Credit card,1/28/19 15:46,2019,1
463,319-50-3348,1,PID506,Sports and travel,84.63,2,4.03,84.63,4.03,4.761904762,80.6,4.4,B,Mandalay,F,Normal,Ewallet,3/11/19 15:30,2019,3
464,371-85-5789,1,PID507,Food and beverages,36.91,3,13.197,277.137,13.197,4.761904762,263.94,5.1,B,Mandalay,M,Normal,Ewallet,3/5/19 10:40,2019,3
465,273-16-6619,1,PID508,Food and beverages,49.92,2,3.32,69.72,3.32,4.761904762,66.4,4.4,B,Mandalay,M,Normal,Credit card,3/15/19 12:20,2019,3
466,649-29-6775,1,PID509,Sports and travel,26.6,1,1.676,35.196,1.676,4.761904762,33.52,6.7,B,Mandalay,M,Normal,Cash,2/8/19 15:31,2019,2
467,411-77-0180,1,PID51,Health and beauty,62,7,25.27,530.67,25.27,4.761904762,505.4,4.3,A,Yangon,M,Member,Ewallet,3/26/19 20:14,2019,3
468,145-94-9061,1,PID510,Sports and travel,75.37,5,22.09,463.89,22.09,4.761904762,441.8,9.6,B,Mandalay,F,Normal,Cash,1/25/19 19:48,2019,1
469,871-79-8483,1,PID511,Food and beverages,40.3,5,23.5325,494.1825,23.5325,4.761904762,470.65,4.8,B,Mandalay,M,Normal,Credit card,2/25/19 19:39,2019,2
470,640-49-2076,1,PID512,Electronic accessories,87.98,8,33.512,703.752,33.512,4.761904762,670.24,5.1,B,Mandalay,M,Normal,Cash,1/10/19 14:49,2019,1
471,242-55-6721,1,PID513,Home and lifestyle,33.2,2,1.616,33.936,1.616,4.761904762,32.32,6.5,B,Mandalay,M,Normal,Ewallet,3/7/19 11:49,2019,3
472,847-38-7188,1,PID514,Sports and travel,33.52,3,14.502,304.542,14.502,4.761904762,290.04,6.4,B,Mandalay,F,Normal,Ewallet,1/26/19 19:56,2019,1
